Pickup_Point_ID,Regional,Province,Suburb,Waybill,Customer_ID,Order_Date,total_weight,total_courier_charge,total_Sales_amount,number_of_customers,number_of_orders
pup746,Central,Gauteng,Annlin,PAR4068727354,CUS2184,2022-03-17 00:00:00.000,4.00,73.83,108.00,1,1
pup746,Central,Gauteng,Annlin,PAR4068798324,CUS1837,2022-03-28 00:00:00.000,4.00,0.00,60.00,1,1
pup746,Central,Gauteng,Annlin,PAR4091163378,CUS1118,2022-03-10 00:00:00.000,3.00,73.83,75.00,1,1
pup746,Central,Gauteng,Annlin,PAR4091170638,CUS2097,2022-03-18 00:00:00.000,2.00,53.30,72.00,1,1
pup747,Central,Gauteng,Blue Valley Golf Estate,PAR4068790041,CUS1748,2022-03-29 00:00:00.000,1.00,53.30,78.00,1,1
pup748,Township,Gauteng,Fourways,PAR4091192607,CUS2196,2022-03-16 00:00:00.000,3.00,84.39,106.00,1,1
pup750,Township,Gauteng,Craighall,PAR4068742105,CUS1124,2022-03-15 00:00:00.000,4.00,84.39,94.00,1,1
pup753,Regional,Gauteng,Randpark Ridge,PAR4091191635,CUS1510,2022-03-24 00:00:00.000,3.00,73.83,88.00,1,1
pup754,Township,KwaZulu-Natal,Howick,PAR4091114690,CUS1995,2022-03-30 00:00:00.000,2.00,84.39,93.00,1,1
pup755,Township,Gauteng,Alberton,PAR4091196836,CUS1074,2022-03-18 00:00:00.000,4.00,217.58,267.00,1,1
pup757,Central,Free State,Jim Fouchepark,PAR4091123995,CUS1475,2022-03-09 00:00:00.000,4.00,0.00,60.00,1,1
pup758,Regional,KwaZulu-Natal,Rossburgh,PAR4091116071,CUS1433,2022-03-28 00:00:00.000,3.00,0.00,60.00,1,1
pup759,Central,KwaZulu-Natal,Pietermaritzburg,PAR4091161186,CUS1479,2022-03-15 00:00:00.000,4.00,84.39,88.00,1,1
pup761,Regional,Gauteng,Centurion,PAR4068708502,CUS1776,2022-03-30 00:00:00.000,4.00,84.39,121.00,1,1
pup762,Township,Gauteng,Midrand,PAR4068775654,CUS1692,2022-03-22 00:00:00.000,2.00,84.39,119.00,1,1
pup766,Regional,Gauteng,Sunninghill,PAR4068742280,CUS1372,2022-03-30 00:00:00.000,2.00,84.39,97.00,1,1
pup766,Regional,Gauteng,Sunninghill,PAR4068797513,CUS1915,2022-03-09 00:00:00.000,2.00,42.16,46.00,1,1
pup767,Central,Eastern Cape,Port Elizabeth,PAR4091193257,CUS1042,2022-03-31 00:00:00.000,2.00,53.30,76.00,1,1
pup768,Township,KwaZulu-Natal,Stanger,PAR4091188964,CUS1695,2022-03-24 00:00:00.000,2.00,217.58,282.00,1,1
pup770,Central,KwaZulu-Natal,Newcastle,PAR4091111079,CUS1899,2022-03-22 00:00:00.000,1.00,0.00,60.00,1,1
pup771,Regional,Mpumalanga,Middelburg,PAR4068710002,CUS1611,2022-03-22 00:00:00.000,6.00,217.58,290.00,1,1
pup771,Regional,Mpumalanga,Middelburg,PAR4091171721,CUS2073,2022-03-17 00:00:00.000,4.00,42.16,47.00,1,1
pup772,Township,KwaZulu-Natal,Westville,PAR4068725047,CUS2012,2022-03-14 00:00:00.000,11.00,0.00,60.00,1,1
pup772,Township,KwaZulu-Natal,Westville,PAR4091111016,CUS1949,2022-03-10 00:00:00.000,2.00,53.30,72.00,1,1
pup773,Central,Gauteng,Centurion,PAR4091138765,CUS1772,2022-03-28 00:00:00.000,2.00,53.30,60.00,1,1
pup773,Central,Gauteng,Centurion,PAR4091155427,CUS1734,2022-03-18 00:00:00.000,3.00,84.39,110.00,1,1
pup774,Township,Gauteng,Soweto,PAR4091121232,CUS1599,2022-03-22 00:00:00.000,3.00,73.83,107.00,1,1
pup775,Central,KwaZulu-Natal,Sherwood,PAR4091196821,CUS1776,2022-03-12 00:00:00.000,4.00,73.83,108.00,1,1
pup777,Central,KwaZulu-Natal,Hillcrest,PAR4068736764,CUS1663,2022-03-29 00:00:00.000,1.00,84.39,110.00,1,1
pup777,Central,KwaZulu-Natal,Hillcrest,PAR4091167948,CUS1871,2022-03-18 00:00:00.000,2.00,84.39,104.00,1,1
pup778,Regional,Gauteng,Mamelodi,PAR2081662541,CUS1131,2022-03-24 00:00:00.000,1.00,84.39,100.00,1,1
pup779,Township,Gauteng,PROTEA GLEN,PAR4068785142,CUS1436,2022-03-25 00:00:00.000,1.00,73.83,75.00,1,1
pup781,Central,KwaZulu-Natal,Phoenix,PAR4068742614,CUS1101,2022-03-24 00:00:00.000,4.00,0.00,60.00,1,1
pup782,Regional,Gauteng,Atteridgeville,PAR4068753174,CUS1776,2022-03-25 00:00:00.000,2.00,0.00,60.00,1,1
pup782,Regional,Gauteng,Atteridgeville,PAR4068776940,CUS1408,2022-03-09 00:00:00.000,2.00,42.16,46.00,1,1
pup783,Regional,KwaZulu-Natal,Kloof,PAR4068755135,nan,2022-03-16 00:00:00.000,3.00,0.00,60.00,1,1
pup783,Regional,KwaZulu-Natal,Kloof,PAR4068783922,CUS1135,2022-03-31 00:00:00.000,2.00,42.16,57.00,1,1
pup784,Regional,Limpopo,Lephalale,PAR4091108613,CUS1308,2022-03-09 00:00:00.000,1.00,53.30,62.00,1,1
pup786,Regional,Mpumalanga,Secunda,PAR4068779642,CUS1887,2022-03-26 00:00:00.000,2.00,0.00,60.00,1,1
pup786,Regional,Mpumalanga,Secunda,PAR4068797289,CUS1257,2022-03-22 00:00:00.000,3.00,84.39,104.00,1,1
pup786,Regional,Mpumalanga,Secunda,PAR4091194178,CUS1776,2022-03-10 00:00:00.000,6.00,53.30,64.00,1,1
pup789,Regional,Gauteng,Soshanguve,PAR4091172440,CUS2010,2022-03-11 00:00:00.000,1.00,0.00,60.00,1,1
pup789,Regional,Gauteng,Soshanguve,PAR4091194706,CUS1619,2022-03-16 00:00:00.000,11.00,57.41,70.00,1,1
pup79,Township,KwaZulu-Natal,Glenashley,PAR4068713124,CUS1346,2022-03-25 00:00:00.000,1.00,53.30,68.00,1,1
pup790,Regional,KwaZulu-Natal,Mtubatuba,PAR4091134327,CUS1986,2022-03-16 00:00:00.000,3.00,53.30,76.00,1,1
pup790,Regional,KwaZulu-Natal,Mtubatuba,PAR4091164111,CUS2189,2022-03-10 00:00:00.000,2.00,53.30,58.00,1,1
pup790,Regional,KwaZulu-Natal,Mtubatuba,PAR4091172066,CUS2062,2022-03-10 00:00:00.000,3.00,73.83,108.00,1,1
pup791,Central,Limpopo,Musina,PAR4068742049,CUS1776,2022-03-23 00:00:00.000,4.00,84.39,117.00,1,1
pup791,Central,Limpopo,Musina,PAR4091188459,CUS2120,2022-03-10 00:00:00.000,5.00,0.00,60.00,1,1
pup795,Regional,Gauteng,Evaton,PAR4068712849,CUS1983,2022-03-26 00:00:00.000,2.00,42.16,62.00,1,1
pup796,Central,KwaZulu-Natal,Queensburgh,PAR4068771733,CUS2029,2022-03-29 00:00:00.000,1.00,84.39,89.00,1,1
pup799,Regional,Limpopo,Thabazimbi,PAR4068741202,CUS1273,2022-03-09 00:00:00.000,1.00,53.30,60.00,1,1
pup806,Central,Limpopo,Hoedspruit,PAR4068724033,CUS1702,2022-03-26 00:00:00.000,2.00,84.39,108.00,1,1
pup811,Central,Gauteng,Centurion,PAR4068778538,CUS1900,2022-03-26 00:00:00.000,3.00,84.39,105.00,1,1
pup817,Central,Western Cape,Porterville,PAR4068757347,CUS1529,2022-03-26 00:00:00.000,4.00,84.39,92.00,1,1
pup83,Township,KwaZulu-Natal,Berea,PAR4091103534,CUS2024,2022-03-16 00:00:00.000,2.00,53.30,74.00,1,1
pup831,Regional,Gauteng,Derdepoort,PAR4068739653,CUS1185,2022-03-25 00:00:00.000,4.00,84.39,110.00,1,1
pup854,Regional,Mpumalanga,Ermelo,PAR4068763918,CUS1256,2022-03-17 00:00:00.000,2.00,53.30,80.00,1,1
pup857,Regional,Western Cape,Stellenbosch,PAR4068776420,CUS1120,2022-03-31 00:00:00.000,1.00,53.30,76.00,1,1
pup859,Central,Gauteng,Meadowdale,PAR4068712542,CUS1532,2022-03-18 00:00:00.000,4.00,53.30,57.00,1,1
pup864,Township,Gauteng,Centurion,PAR4068770395,CUS1582,2022-03-30 00:00:00.000,2.00,84.39,89.00,1,1
pup864,Township,Gauteng,Centurion,PAR4068787425,CUS1718,2022-03-26 00:00:00.000,3.00,217.58,279.00,1,1
pup867,Township,Gauteng,Vanderbijlpark,PAR4068712022,CUS1024,2022-03-09 00:00:00.000,1.00,42.16,43.00,1,1
pup867,Township,Gauteng,Vanderbijlpark,PAR4068772129,CUS1299,2022-03-18 00:00:00.000,2.00,53.30,63.00,1,1
pup868,Township,Gauteng,Brakpan,PAR4068728959,CUS1537,2022-03-25 00:00:00.000,1.00,53.30,63.00,1,1
pup869,Central,Mpumalanga,Aerorand,PAR4068767316,CUS1529,2022-03-30 00:00:00.000,2.00,84.39,97.00,1,1
pup873,Regional,KwaZulu-Natal,Chatsworth,PAR4091116944,CUS1759,2022-03-28 00:00:00.000,2.00,53.30,76.00,1,1
pup873,Regional,KwaZulu-Natal,Chatsworth,PAR4091166220,CUS1697,2022-03-22 00:00:00.000,3.00,217.58,304.00,1,1
pup873,Regional,KwaZulu-Natal,Chatsworth,PAR4091175937,CUS2157,2022-03-16 00:00:00.000,4.00,0.00,60.00,1,1
pup874,Central,KwaZulu-Natal,Durban,PAR4068789624,CUS1567,2022-03-19 00:00:00.000,4.00,84.39,90.00,1,1
pup875,Central,KwaZulu-Natal,Westville,PAR4068796279,CUS1729,2022-03-14 00:00:00.000,2.00,217.58,267.00,1,1
pup876,Regional,Kwazulu-Natal,Montclair,PAR4091136722,CUS1644,2022-03-31 00:00:00.000,3.00,84.39,85.00,1,1
pup877,Regional,KwaZulu-Natal,Pietermaritzburg,PAR4091158443,CUS1358,2022-03-11 00:00:00.000,3.00,84.39,100.00,1,1
pup878,Central,KwaZulu-Natal,Scottsville,PAR4091155138,CUS1659,2022-03-14 00:00:00.000,2.00,84.39,114.00,1,1
pup88,Township,Eastern Cape,Linton Grange,PAR4068733554,CUS1762,2022-03-30 00:00:00.000,4.00,84.39,117.00,1,1
pup883,Township,KwaZulu-Natal,Umhlanga Rocks,PAR4091107284,CUS1996,2022-03-22 00:00:00.000,2.00,217.58,306.00,1,1
pup884,Central,KwaZulu-Natal,Meer En See,PAR4068727071,CUS1917,2022-03-22 00:00:00.000,3.00,84.39,87.00,1,1
pup884,Central,KwaZulu-Natal,Meer En See,PAR4091153736,CUS2005,2022-03-24 00:00:00.000,1.00,0.00,60.00,1,1
pup885,Central,Kwazulu-Natal,Durban,PAR4091128224,CUS1223,2022-03-28 00:00:00.000,2.00,53.30,70.00,1,1
pup885,Central,Kwazulu-Natal,Durban,PAR4091145233,CUS1582,2022-03-11 00:00:00.000,2.00,84.39,116.00,1,1
pup890,Central,Free State,Langenhovenpark,PAR4091119105,CUS2112,2022-03-16 00:00:00.000,3.00,84.39,122.00,1,1
pup891,Township,Kwazulu-Natal,Amajuba,PAR4091190322,CUS1186,2022-03-10 00:00:00.000,4.00,42.16,49.00,1,1
pup892,Regional,Western Cape,George,PAR4068729200,CUS2001,2022-03-03 00:00:00.000,27.00,81.04,102.00,1,1
pup896,Regional,Gauteng,Sunnyside,PAR4068758017,CUS1520,2022-03-30 00:00:00.000,1.00,73.83,107.00,1,1
pup897,Central,Gauteng,Sandton,PAR4068703197,CUS2111,2022-03-25 00:00:00.000,1.00,53.30,63.00,1,1
pup897,Central,Gauteng,Sandton,PAR4068758943,CUS1650,2022-03-29 00:00:00.000,1.00,0.00,60.00,1,1
pup897,Central,Gauteng,Sandton,PAR4091144293,CUS1660,2022-03-29 00:00:00.000,2.00,84.39,126.00,1,1
pup898,Central,Gauteng,Johannesburg,PAR4091142431,CUS1168,2022-03-10 00:00:00.000,4.00,84.39,93.00,1,1
pup902,Regional,Gauteng,PRETORIA WEST,PAR4091111711,CUS1519,2022-03-28 00:00:00.000,2.00,84.39,120.00,1,1
pup903,Township,Limpopo,Polokwane,PAR4068792995,CUS1755,2022-03-16 00:00:00.000,4.00,73.83,84.00,1,1
pup903,Township,Limpopo,Polokwane,PAR4091148093,CUS1148,2022-03-14 00:00:00.000,2.00,53.30,60.00,1,1
pup904,Regional,Limpopo,Tzaneen,PAR4091106417,CUS1191,2022-03-09 00:00:00.000,2.00,53.30,72.00,1,1
pup905,Regional,Mpumalanga,Del Judor,PAR4068769393,CUS1776,2022-03-18 00:00:00.000,3.00,84.39,116.00,1,1
pup905,Regional,Mpumalanga,Del Judor,PAR4091183733,CUS1260,2022-03-16 00:00:00.000,2.00,73.83,78.00,1,1
pup907,Township,Gauteng,Rivonia,PAR4068755657,CUS1373,2022-03-30 00:00:00.000,2.00,84.39,94.00,1,1
pup909,Regional,Western Cape,Paarl,PAR4068700996,CUS1005,2022-03-17 00:00:00.000,3.00,73.83,105.00,1,1
pup909,Regional,Western Cape,Paarl,PAR4091159981,CUS1700,2022-03-19 00:00:00.000,4.00,73.83,103.00,1,1
pup911,Central,Gauteng,Bronkhorstspruit,PAR4068790320,CUS1023,2022-03-28 00:00:00.000,1.00,42.16,55.00,1,1
pup912,Regional,Limpopo,Florapark,PAR4068751668,CUS1152,2022-03-10 00:00:00.000,1.00,53.30,76.00,1,1
pup913,Central,Western Cape,Wellington,PAR4091179991,CUS1429,2022-03-16 00:00:00.000,3.00,84.39,124.00,1,1
pup914,Township,Mpumalanga,White River,PAR4091146700,CUS2130,2022-03-19 00:00:00.000,4.00,0.00,60.00,1,1
pup916,Regional,Gauteng,Randfontein,PAR4068728836,CUS1651,2022-03-22 00:00:00.000,3.00,84.39,100.00,1,1
pup922,Central,Eastern Cape,King Williams Town,PAR4068796970RRB1,CUS1333,2022-03-14 00:00:00.000,2.00,0.00,60.00,1,1
pup923,Regional,Eastern Cape,Lorraine,PAR4068738791,CUS2092,2022-03-09 00:00:00.000,2.00,53.30,66.00,1,1
pup923,Regional,Eastern Cape,Lorraine,PAR4068764593,CUS1776,2022-03-09 00:00:00.000,2.00,42.16,46.00,1,1
pup925,Regional,Eastern Cape,Uitenhage,PAR4091155384,CUS1483,2022-03-25 00:00:00.000,3.00,53.30,70.00,1,1
pup925,Regional,Eastern Cape,Uitenhage,PAR4091182916,CUS1554,2022-03-15 00:00:00.000,2.00,73.83,101.00,1,1
pup926,Regional,Free State,Bloemfontein,PAR4091145073,CUS1182,2022-03-15 00:00:00.000,3.00,73.83,90.00,1,1
pup928,Regional,Gauteng,Ruimsig,PAR4068752643,CUS1306,2022-03-18 00:00:00.000,4.00,84.39,123.00,1,1
pup928,Regional,Gauteng,Ruimsig,PAR4068787904,CUS1110,2022-03-25 00:00:00.000,3.00,84.39,99.00,1,1
pup928,Regional,Gauteng,Ruimsig,PAR4091154310,CUS1330,2022-03-10 00:00:00.000,4.00,53.30,60.00,1,1
pup931,Regional,Free State,Bloemfontein,PAR4091126952,CUS1518,2022-03-09 00:00:00.000,1.00,0.00,60.00,1,1
pup931,Regional,Free State,Bloemfontein,PAR4091196719,CUS1302,2022-03-28 00:00:00.000,7.00,0.00,60.00,1,1
pup933,Regional,Free State,Bloemfontein,PAR4091133206,CUS1199,2022-03-10 00:00:00.000,1.00,84.39,120.00,1,1
pup933,Regional,Free State,Bloemfontein,PAR4091186749,CUS1876,2022-03-19 00:00:00.000,3.00,73.83,80.00,1,1
pup935,Regional,Free State,Bloemfontein,PAR4091151624,CUS1515,2022-03-10 00:00:00.000,2.00,53.30,59.00,1,1
pup935,Regional,Free State,Bloemfontein,PAR4091192160,CUS1206,2022-03-19 00:00:00.000,2.00,84.39,99.00,1,1
pup938,Regional,Gauteng,Faerie Glen,PAR4068728973,CUS1961,2022-03-15 00:00:00.000,2.00,0.00,60.00,1,1
pup938,Regional,Gauteng,Faerie Glen,PAR4091151639,CUS1275,2022-03-18 00:00:00.000,2.00,0.00,60.00,1,1
pup939,Regional,Gauteng,AKASIA,PAR4068745006,CUS2154,2022-03-18 00:00:00.000,13.00,0.00,60.00,1,1
pup939,Regional,Gauteng,AKASIA,PAR4091117393,CUS1993,2022-03-11 00:00:00.000,7.00,0.00,60.00,1,1
pup939,Regional,Gauteng,AKASIA,PAR4091135126,CUS2045,2022-03-28 00:00:00.000,2.00,53.30,70.00,1,1
pup941,Central,Gauteng,Glenvista,PAR4091168978,CUS1394,2022-03-16 00:00:00.000,2.00,53.30,64.00,1,1
pup946,Township,Gauteng,Val De Grace,PAR4091149387RRB1,CUS2074,2022-03-17 00:00:00.000,2.00,0.00,60.00,1,1
pup948,Regional,North West,Klerksdorp,PAR4091104795,CUS1544,2022-03-14 00:00:00.000,3.00,53.30,78.00,1,1
pup948,Regional,North West,Klerksdorp,PAR4091155861,CUS2115,2022-03-10 00:00:00.000,4.00,73.83,107.00,1,1
pup948,Regional,North West,Klerksdorp,PAR4091189868,CUS1881,2022-03-16 00:00:00.000,4.00,84.39,105.00,1,1
pup949,Regional,Gauteng,Morningside,PAR4068750990,CUS1224,2022-03-18 00:00:00.000,3.00,53.30,57.00,1,1
pup950,Regional,Gauteng,Halfway House,PAR4068729988,CUS2162,2022-03-23 00:00:00.000,3.00,84.39,89.00,1,1
pup953,Regional,Mpumalanga,Lydenburg,PAR4091161101,CUS1864,2022-03-31 00:00:00.000,4.00,217.58,282.00,1,1
pup953,Regional,Mpumalanga,Lydenburg,PAR4091189031,CUS1694,2022-03-16 00:00:00.000,0.00,0.00,60.00,1,1
pup957,Township,KwaZulu-Natal,DURBAN NORTH,PAR4068768642,CUS1323,2022-03-18 00:00:00.000,2.00,53.30,56.00,1,1
pup957,Township,KwaZulu-Natal,DURBAN NORTH,PAR4091125193,CUS1162,2022-03-15 00:00:00.000,1.00,42.16,51.00,1,1
pup960,Regional,Limpopo,Bendor,PAR4068700765,CUS1316,2022-03-10 00:00:00.000,1.00,0.00,60.00,1,1
pup963,Regional,Eastern Cape,East London,PAR4091101159,CUS1838,2022-03-14 00:00:00.000,2.00,42.16,63.00,1,1
pup964,Township,KwaZulu-Natal,Durban,PAR4091141644,CUS1243,2022-03-09 00:00:00.000,2.00,42.16,61.00,1,1
pup964,Township,KwaZulu-Natal,Durban,PAR4091187643,CUS1571,2022-03-17 00:00:00.000,5.00,53.30,64.00,1,1
pup965,Regional,North West,Potchefstroom,PAR4091126687,CUS1594,2022-03-30 00:00:00.000,3.00,84.39,92.00,1,1
pup973,Regional,Gauteng,Glenmarais,PAR4091166976,CUS2052,2022-03-11 00:00:00.000,3.00,84.39,86.00,1,1
pup974,Central,Gauteng,Selcourt,PAR4068703518,CUS1337,2022-03-16 00:00:00.000,2.00,84.39,99.00,1,1
pup975,Regional,Gauteng,Nigel,PAR4091178894,CUS1355,2022-03-09 00:00:00.000,2.00,42.16,63.00,1,1
pup977,Regional,Gauteng,Horizon View,PAR4068759602,CUS2117,2022-03-17 00:00:00.000,4.00,217.58,262.00,1,1
pup977,Regional,Gauteng,Horizon View,PAR4091168313,CUS1829,2022-03-17 00:00:00.000,4.00,84.39,126.00,1,1
pup979,Central,Gauteng,Honeydew,PAR4068740472,CUS1159,2022-03-16 00:00:00.000,1.00,73.83,81.00,1,1
pup980,Township,Gauteng,Boksburg,PAR4091192774,CUS1245,2022-03-28 00:00:00.000,2.00,84.39,89.00,1,1
pup981,Regional,Gauteng,Blackheath,PAR4091130435,CUS1268,2022-03-09 00:00:00.000,1.00,53.30,56.00,1,1
pup983,Regional,Gauteng,Randburg,PAR4068773990,CUS1252,2022-03-29 00:00:00.000,4.00,73.83,101.00,1,1
pup984,Central,Gauteng,Centurion,PAR4068764160,CUS2001,2022-03-03 00:00:00.000,28.00,127.20,188.00,1,1
pup984,Central,Gauteng,Centurion,PAR4091114039,CUS1512,2022-03-22 00:00:00.000,3.00,84.39,103.00,1,1
pup985,Regional,Gauteng,Birch Acres,PAR4068712291,CUS1628,2022-03-26 00:00:00.000,3.00,73.83,105.00,1,1
pup985,Regional,Gauteng,Birch Acres,PAR4091164016,CUS2133,2022-03-11 00:00:00.000,2.00,53.30,79.00,1,1
pup987,Regional,Gauteng,Centurion,PAR4091106546,CUS2098,2022-03-09 00:00:00.000,1.00,0.00,60.00,1,1
pup988,Township,Gauteng,Vosloorus,PAR4091135931,CUS1626,2022-03-15 00:00:00.000,2.00,53.30,55.00,1,1
pup991,Regional,North West,Fochville,PAR4068745034,CUS1249,2022-03-30 00:00:00.000,3.00,84.39,127.00,1,1
pup991,Regional,North West,Fochville,PAR4091145198,CUS1587,2022-03-09 00:00:00.000,2.00,42.16,49.00,1,1
pup992,Central,Gauteng,JUKSKEI PARK,PAR4068784695,CUS1213,2022-03-31 00:00:00.000,5.00,53.30,73.00,1,1
pup992,Central,Gauteng,JUKSKEI PARK,PAR4068789238,CUS1714,2022-03-23 00:00:00.000,8.00,73.83,90.00,1,1
pup994,Regional,Gauteng,Soshanguve,PAR4091166651,CUS1460,2022-03-28 00:00:00.000,2.00,84.39,113.00,1,1
pup997,Central,Gauteng,Daspoort,PAR4068700869,CUS1220,2022-03-16 00:00:00.000,1.00,84.39,113.00,1,1
